order,ship_date,billable_kg,ups_fuel_pct,fedex_inr_gst,ups_saver_inr_gst,diff,oversize
C-43-46499-21,2026-09-18,7.0,49.75,6318.97,6400.86,81.89,0
C-4167843982,2026-09-18,9.0,49.75,9060.54,7944.04,-1116.5,0
C-43-46284-21,2026-09-18,6.5,49.75,6037.8,5999.63,-38.17,0
C-43-43616-21,2026-09-18,11.5,49.75,10876.11,9755.76,-1120.35,0
C-43-46655-21,2026-09-18,1.5,49.75,2692.64,2400.36,-292.28,0
C-43-46472-21,2026-09-18,4.5,49.75,4593.61,4468.13,-125.48,0
C-43-44903-21,2026-09-18,2.0,49.75,3045.77,2757.83,-287.94,0
C-43-46072-21,2026-09-18,11.5,49.75,10876.11,9755.76,-1120.35,0
C-53-7872398-22,2026-09-18,3.0,49.75,3647.44,3463.67,-183.77,0
C-43-45946-21,2026-09-18,6.0,49.75,5756.64,5600.98,-155.66,0
C-4167399665,2026-09-18,5.0,49.75,4909.31,4800.92,-108.4,0
C-43-46549-21,2026-09-18,6.5,49.75,6037.8,5999.63,-38.17,0
C-43-44487-21,2026-09-18,5.0,49.75,4909.31,4800.92,-108.4,0
C-43-46580-21,2026-09-18,5.5,49.75,5475.48,5200.92,-274.55,0
C-43-46441-21,2026-09-18,2.5,49.75,3531.33,3115.66,-415.67,0
C-43-46292-21,2026-09-18,4.5,49.75,4593.61,4468.13,-125.48,0
C-53-7872353-22,2026-09-18,8.5,49.75,7162.45,7599.39,436.94,0
C-43-42994-21,2026-09-18,8.0,49.75,6881.29,7198.5,317.21,0
C-43-46538-21,2026-09-18,11.0,49.75,10486.51,9394.7,-1091.81,0
C-43-43924-21,2026-09-18,4.0,49.75,4277.9,4131.75,-146.15,0
C-43-46563-21,2026-09-18,2.0,49.75,3165.72,2757.83,-407.89,0
C-43-43740-21,2026-09-18,5.0,49.75,4909.31,4800.92,-108.4,0
C-43-46656-21,2026-09-18,5.5,49.75,5475.48,5200.92,-274.55,0
C-43-46837-21,2026-09-18,2.5,49.75,3531.33,3115.66,-415.67,0
C-43-44177-21,2026-09-18,5.5,49.75,5475.48,5200.92,-274.55,0
C-43-46079-21,2026-09-18,6.0,49.75,5756.64,5600.98,-155.66,0
C-43-45762-21,2026-09-18,10.5,49.75,10096.91,9035.17,-1061.74,0
C-43-46181-21,2026-09-18,2.5,49.75,3398.9,3115.66,-283.24,0
C-43-46685-21,2026-09-18,6.0,49.75,5756.64,5600.98,-155.66,0
C-43-44327-21,2026-09-18,7.0,49.75,6318.97,6400.86,81.89,0
C-43-46693-21,2026-09-18,3.0,49.75,3531.33,3463.67,-67.66,0
C-4164806872,2026-09-18,5.5,49.75,5475.48,5200.92,-274.55,0
C-43-45726-21,2026-09-18,2.0,49.75,3165.72,2757.83,-407.89,0
C-43-46858-21,2026-09-18,2.5,49.75,3531.33,3115.66,-415.67,0
C-43-46402-21,2026-09-18,6.5,49.75,6037.8,5999.63,-38.17,0
C-43-46620-21,2026-09-18,6.0,49.75,5475.48,5600.98,125.51,0
C-43-44882-21,2026-09-18,1.5,49.75,2692.64,2400.36,-292.28,0
C-43-46582-21,2026-09-18,7.0,49.75,6318.97,6400.86,81.89,0
C-43-46658-21,2026-09-18,1.5,49.75,2692.64,2400.36,-292.28,0
C-43-46632-21,2026-09-18,3.0,49.75,3647.44,3463.67,-183.77,0
C-53-7872402-22,2026-09-18,12.5,49.75,11654.34,10476.8,-1177.54,0
C-43-44123-21,2026-09-18,1.5,49.75,2692.64,2400.36,-292.28,0
C-43-46677-21,2026-09-18,5.0,49.75,4909.31,4800.92,-108.4,0
C-43-44430-21,2026-09-18,7.0,49.75,6318.97,6400.86,81.89,0
C-43-46561-21,2026-09-18,3.0,49.75,3647.44,3463.67,-183.77,0
C-43-46481-21,2026-09-18,6.5,49.75,6037.8,5999.63,-38.17,0
C-43-46453-21,2026-09-18,7.5,49.75,6600.13,6799.38,199.25,0
C-43-45692-21,2026-09-18,5.5,49.75,5475.48,5200.92,-274.55,0
C-43-45141-21,2026-09-18,10.5,49.75,10096.91,9035.17,-1061.74,0
C-43-46688-21,2026-09-18,3.5,49.75,3963.15,3797.02,-166.13,0
C-43-46700-21,2026-09-18,5.5,49.75,5475.48,5200.92,-274.55,0
C-43-46806-21,2026-09-18,1.0,49.75,2433.55,2042.41,-391.14,0
C-53-7872245-22,2026-09-18,2.0,49.75,2799.15,2757.83,-41.32,0
C-53-7872304-22,2026-09-18,6.5,49.75,6037.8,5999.63,-38.17,0
C-43-46463-21,2026-09-18,10.0,49.75,8005.94,8584.47,578.53,0
C-43-46553-21,2026-09-18,8.0,49.75,6881.29,7198.5,317.21,0
C-4170734732,2026-09-18,4.5,49.75,4593.61,4468.13,-125.48,0
C-43-43994-21,2026-09-18,9.0,49.75,7443.62,7944.04,500.42,0
C-43-46081-21,2026-09-18,7.0,49.75,6318.97,6400.86,81.89,0
C-4169836370,2026-09-18,2.5,49.75,3531.33,3115.66,-415.67,0
C-43-46544-21,2026-09-18,10.5,49.75,8005.94,9035.17,1029.23,0
C-43-46608-21,2026-09-18,2.5,49.75,3531.33,3115.66,-415.67,0
C-43-41745-21,2026-09-17,6.5,49.75,5752.8,5999.63,246.83,0
C-43-46628-21,2026-09-17,2.0,49.75,3163.8,2757.83,-405.97,0
C-43-46370-21,2026-09-17,11.0,49.75,10479.79,9394.7,-1085.09,0
C-43-45947-21,2026-09-17,6.0,49.75,5752.8,5600.98,-151.82,0
C-4169212256,2026-09-17,1.5,49.75,2690.72,2400.36,-290.36,0
C-53-7871967-22,2026-09-17,6.5,49.75,6033.96,5999.63,-34.34,0
C-43-44485-21,2026-09-17,10.5,49.75,10091.15,9035.17,-1055.98,0
C-43-45595-21,2026-09-17,3.5,49.75,3960.27,3797.02,-163.25,0
C-4168177892,2026-09-17,7.5,49.75,6596.29,6799.38,203.09,0
C-43-46364-21,2026-09-17,6.5,49.75,6033.96,5999.63,-34.34,0
C-43-46362-21,2026-09-17,6.0,49.75,5752.8,5600.98,-151.82,0
C-53-7872248-22,2026-09-17,3.5,49.75,3960.27,3797.02,-163.25,0
C-43-46565-21,2026-09-17,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-46278-21,2026-09-17,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-46598-21,2026-09-17,6.5,49.75,6033.96,5999.63,-34.34,0
C-43-46512-21,2026-09-17,6.5,49.75,6033.96,5999.63,-34.34,0
C-4165998686,2026-09-17,12.0,49.75,11258.03,10115.83,-1142.2,0
C-43-46381-21,2026-09-17,5.5,49.75,5471.64,5200.92,-270.72,0
C-43-46253-21,2026-09-17,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-44813-21,2026-09-17,5.0,49.75,4906.43,4800.92,-105.52,0
C-43-46545-21,2026-09-17,11.0,49.75,10479.79,9394.7,-1085.09,0
C-53-7872012-22,2026-09-17,7.0,49.75,6315.13,6400.86,85.73,0
C-43-46457-21,2026-09-17,5.5,49.75,5471.64,5200.92,-270.72,0
C-43-46568-21,2026-09-17,9.0,49.75,7438.82,7944.04,505.22,0
C-43-45190-21,2026-09-17,9.5,49.75,7719.98,8268.57,548.59,0
C-53-7872331-22,2026-09-17,2.0,49.75,3163.8,2757.83,-405.97,0
C-43-46562-21,2026-09-17,5.5,49.75,5471.64,5200.92,-270.72,0
C-43-45135-21,2026-09-17,26.5,49.75,27308.3,20726.49,-6581.81,0
C-53-7872408-22,2026-09-17,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-45687-21,2026-09-17,18.0,49.75,15536.88,14175.82,-1361.06,0
C-43-46621-21,2026-09-17,3.0,49.75,3644.56,3463.67,-180.9,0
C-43-46367-21,2026-09-17,7.5,49.75,6596.29,6799.38,203.09,0
C-43-46152-21,2026-09-17,3.5,49.75,3960.27,3797.02,-163.25,0
C-43-46089-21,2026-09-17,8.5,49.75,6877.45,7599.39,721.94,0
C-43-46662-21,2026-09-17,7.0,49.75,6315.13,6400.86,85.73,0
C-43-46347-21,2026-09-17,9.5,49.75,7719.98,8268.57,548.59,0
C-43-45601-21,2026-09-17,2.0,49.75,3163.8,2757.83,-405.97,0
C-43-45593-21,2026-09-17,7.0,49.75,6315.13,6400.86,85.73,0
C-43-46454-21,2026-09-17,4.5,49.75,4590.73,4468.13,-122.6,0
C-43-46004-21,2026-09-17,7.0,49.75,6315.13,6400.86,85.73,0
C-53-7872309-22,2026-09-17,15.5,49.75,13981.37,12495.16,-1486.21,0
C-43-46375-21,2026-09-17,1.5,49.75,2690.72,2400.36,-290.36,0
C-43-46675-21,2026-09-17,3.5,49.75,3644.56,3797.02,152.46,0
C-43-44496-21,2026-09-17,11.0,49.75,10479.79,9394.7,-1085.09,0
C-53-7871822-22,2026-09-17,5.5,49.75,5471.64,5200.92,-270.72,0
C-53-7872187-22,2026-09-17,3.5,49.75,3960.27,3797.02,-163.25,0
C-53-7871785-22,2026-09-17,9.5,49.75,7719.98,8268.57,548.59,0
C-43-46614-21,2026-09-17,5.0,49.75,4906.43,4800.92,-105.52,0
C-43-46413-21,2026-09-17,6.0,49.75,5752.8,5600.98,-151.82,0
C-43-46035-21,2026-09-17,9.5,49.75,7719.98,8268.57,548.59,0
C-43-46567-21,2026-09-17,4.5,49.75,4590.73,4468.13,-122.6,0
C-43-45957-21,2026-09-17,11.5,49.75,10868.43,9755.76,-1112.67,0
C-43-46354-21,2026-09-17,2.5,49.75,3529.41,3115.66,-413.75,0
C-4169706078,2026-09-17,8.0,49.75,6877.45,7198.5,321.05,0
C-43-46525-21,2026-09-17,6.0,49.75,5752.8,5600.98,-151.82,0
C-43-46609-21,2026-09-17,8.5,49.75,7157.66,7599.39,441.74,0
C-43-46406-21,2026-09-17,2.0,49.75,3163.8,2757.83,-405.97,0
C-53-7872350-22,2026-09-17,6.5,49.75,6033.96,5999.63,-34.34,0
C-43-46169-21,2026-09-17,22.5,49.75,19954.88,17597.96,-2356.92,0
C-43-46145-21,2026-09-17,10.5,49.75,10091.15,9035.17,-1055.98,0
C-43-46509-21,2026-09-17,8.5,49.75,7157.66,7599.39,441.74,0
C-43-46198-21,2026-09-17,6.5,49.75,6033.96,5999.63,-34.34,0
C-53-7872339-22,2026-09-17,6.5,49.75,6033.96,5999.63,-34.34,0
C-43-46450-21,2026-09-17,3.0,49.75,3644.56,3463.67,-180.9,0
C-43-46377-21,2026-09-17,5.5,49.75,5471.64,5200.92,-270.72,0
C-43-45836-21,2026-09-17,3.0,49.75,3644.56,3463.67,-180.9,0
C-43-46437-21,2026-09-17,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-43997-21,2026-09-17,23.0,49.75,20382.86,17989.03,-2393.84,0
C-53-7872288-22,2026-09-17,6.0,49.75,5752.8,5600.98,-151.82,0
C-53-7872407-22,2026-09-17,2.0,49.75,3163.8,2757.83,-405.97,0
C-53-7872348-22,2026-09-17,3.5,49.75,3644.56,3797.02,152.46,0
C-43-45804-21,2026-09-17,8.5,49.75,7157.66,7599.39,441.74,0
C-4171883688,2026-09-17,3.0,49.75,3644.56,3463.67,-180.9,0
C-43-46382-21,2026-09-17,6.5,49.75,6033.96,5999.63,-34.34,0
C-43-46431-21,2026-09-17,5.5,49.75,5471.64,5200.92,-270.72,0
C-43-46398-21,2026-09-17,8.5,49.75,7157.66,7599.39,441.74,0
C-53-7872237-22,2026-09-17,8.0,49.75,6877.45,7198.5,321.05,0
C-53-7872409-22,2026-09-17,3.0,49.75,3644.56,3463.67,-180.9,0
C-43-46279-21,2026-09-17,11.5,49.75,10868.43,9755.76,-1112.67,0
C-53-7872337-22,2026-09-17,5.0,49.75,4906.43,4800.92,-105.52,0
C-43-45188-21,2026-09-17,8.0,49.75,6877.45,7198.5,321.05,0
C-43-46257-21,2026-09-17,7.0,49.75,6315.13,6400.86,85.73,0
C-43-46500-21,2026-09-17,14.0,49.75,12813.54,11485.56,-1327.98,0
C-43-44285-21,2026-09-17,16.5,49.75,14759.61,13166.87,-1592.73,0
C-43-44795-21,2026-09-17,21.5,49.75,19098.92,16815.83,-2283.09,0
C-43-46317-21,2026-09-16,4.0,49.75,4275.02,4131.75,-143.27,0
C-53-7871924-22,2026-09-16,7.0,49.75,6314.17,6400.86,86.69,0
C-43-46590-21,2026-09-16,8.5,49.75,7156.7,7599.39,442.7,0
C-53-7872343-22,2026-09-16,3.5,49.75,3959.31,3797.02,-162.29,0
C-43-46651-21,2026-09-16,6.5,49.75,6033.01,5999.63,-33.38,0
C-43-46285-21,2026-09-16,6.5,49.75,6033.01,5999.63,-33.38,0
C-43-46421-21,2026-09-16,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-46073-21,2026-09-16,22.5,49.75,19951.04,17597.96,-2353.08,0
C-43-45054-21,2026-09-16,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-45610-21,2026-09-16,7.0,49.75,6314.17,6400.86,86.69,0
C-43-46361-21,2026-09-16,7.0,49.75,6033.01,6400.86,367.85,0
C-43-46642-21,2026-09-16,7.0,49.75,6314.17,6400.86,86.69,0
C-43-46177-21,2026-09-16,22.5,49.75,19951.04,17597.96,-2353.08,0
C-53-7872324-22,2026-09-16,8.5,49.75,7156.7,7599.39,442.7,0
C-43-46537-21,2026-09-16,2.0,49.75,3162.84,2757.83,-405.01,0
C-53-7872399-22,2026-09-16,9.5,49.75,7718.06,8268.57,550.51,0
C-43-46170-21,2026-09-16,13.0,49.75,12033.38,10814.49,-1218.9,0
C-43-44078-21,2026-09-16,7.5,49.75,6594.37,6799.38,205.01,0
C-43-45186-21,2026-09-16,8.5,49.75,7156.7,7599.39,442.7,0
C-43-45216-21,2026-09-16,6.0,49.75,5751.84,5600.98,-150.86,0
C-43-45728-21,2026-09-16,14.5,49.75,13200.26,11819.96,-1380.3,0
C-43-46619-21,2026-09-16,1.5,49.75,2797.23,2400.36,-396.87,0
C-53-7872400-22,2026-09-16,14.0,49.75,12811.62,11485.56,-1326.06,0
C-43-46513-21,2026-09-16,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-45780-21,2026-09-16,23.0,49.75,20379.03,17989.03,-2390.0,0
C-43-46310-21,2026-09-16,12.0,49.75,11255.15,10115.83,-1139.32,0
C-43-44520-21,2026-09-16,9.0,49.75,7437.86,7944.04,506.18,0
C-43-45516-21,2026-09-16,9.5,49.75,7718.06,8268.57,550.51,0
C-43-44267-21,2026-09-16,19.5,49.75,17089.52,15189.47,-1900.04,0
C-4146660191,2026-09-16,9.5,49.75,7437.86,8268.57,830.72,0
C-43-45077-21,2026-09-16,5.0,49.75,4905.48,4800.92,-104.56,0
C-43-46090-21,2026-09-16,5.0,49.75,4905.48,4800.92,-104.56,0
C-53-7872364-22,2026-09-16,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-46547-21,2026-09-16,6.0,49.75,5751.84,5600.98,-150.86,0
C-53-7872347-22,2026-09-16,3.0,49.75,3643.6,3463.67,-179.94,0
C-43-46137-21,2026-09-16,7.0,49.75,6314.17,6400.86,86.69,0
C-43-46550-21,2026-09-16,3.5,49.75,3959.31,3797.02,-162.29,0
C-43-45818-21,2026-09-16,9.5,49.75,7718.06,8268.57,550.51,0
C-43-46439-21,2026-09-16,1.5,49.75,2797.23,2400.36,-396.87,0
C-43-44503-21,2026-09-16,14.5,49.75,12811.62,11819.96,-991.66,0
C-43-46630-21,2026-09-16,5.0,49.75,4905.48,4800.92,-104.56,0
C-43-46462-21,2026-09-16,2.5,49.75,3528.45,3115.66,-412.79,0
C-53-7871994-22,2026-09-16,2.5,49.75,3528.45,3115.66,-412.79,0
C-43-46366-21,2026-09-16,17.5,49.75,15534.0,13842.54,-1691.47,0
C-43-46149-21,2026-09-16,8.0,49.75,6875.53,7198.5,322.97,0
C-43-44091-21,2026-09-16,18.5,49.75,16312.24,14512.5,-1799.74,0
C-4164561017,2026-09-16,21.0,49.75,17867.75,16424.77,-1442.99,0
C-43-46371-21,2026-09-16,9.5,49.75,7718.06,8268.57,550.51,0
C-43-45987-21,2026-09-16,27.5,49.75,28158.5,21508.62,-6649.88,0
C-43-42772-21,2026-09-16,6.5,49.75,5751.84,5999.63,247.79,0
C-43-46304-21,2026-09-16,25.5,49.75,26447.54,19944.36,-6503.18,0
C-53-7871658-22,2026-09-16,8.0,49.75,6875.53,7198.5,322.97,0
C-43-46329-21,2026-09-16,3.5,49.75,3959.31,3797.02,-162.29,0
C-43-46569-21,2026-09-16,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-45784-21,2026-09-16,9.5,49.75,7718.06,8268.57,550.51,0
C-53-7872026-22,2026-09-16,9.0,49.75,7437.86,7944.04,506.18,0
C-43-46368-21,2026-09-16,6.0,49.75,5751.84,5600.98,-150.86,0
C-43-46173-21,2026-09-16,6.5,49.75,6033.01,5999.63,-33.38,0
C-43-43906-21,2026-09-16,13.0,49.75,12033.38,10814.49,-1218.9,0
C-53-7872152-22,2026-09-16,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-45731-21,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-53-7872269-22,2026-09-15,8.5,49.75,7156.7,7599.39,442.7,0
C-43-46444-21,2026-09-15,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-46358-21,2026-09-15,1.5,49.75,2797.23,2400.36,-396.87,0
C-43-44821-21,2026-09-15,18.0,49.75,15922.64,14175.82,-1746.82,0
C-43-45978-21,2026-09-15,8.5,49.75,7156.7,7599.39,442.7,0
C-43-46240-21,2026-09-15,11.0,49.75,10477.87,9394.7,-1083.17,0
C-43-46299-21,2026-09-15,3.5,49.75,3959.31,3797.02,-162.29,0
C-43-45304-21,2026-09-15,13.5,49.75,12422.02,11148.64,-1273.39,0
C-43-44689-21,2026-09-15,2.5,49.75,3528.45,3115.66,-412.79,0
C-43-45422-21,2026-09-15,6.5,49.75,6033.01,5999.63,-33.38,0
C-53-7872272-22,2026-09-15,14.0,49.75,12811.62,11485.56,-1326.06,0
C-43-46111-21,2026-09-15,11.0,49.75,10477.87,9394.7,-1083.17,0
C-43-45217-21,2026-09-15,11.0,49.75,10477.87,9394.7,-1083.17,0
C-53-7872317-22,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-45167-21,2026-09-15,25.0,49.75,22089.99,19553.29,-2536.7,0
C-43-46380-21,2026-09-15,9.5,49.75,7718.06,8268.57,550.51,0
C-43-46294-21,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-43-46427-21,2026-09-15,6.5,49.75,6033.01,5999.63,-33.38,0
C-43-46144-21,2026-09-15,15.5,49.75,13978.49,12495.16,-1483.33,0
C-43-46387-21,2026-09-15,3.0,49.75,3643.6,3463.67,-179.94,0
C-53-7872235-22,2026-09-15,3.0,49.75,3643.6,3463.67,-179.94,0
C-43-46446-21,2026-09-15,8.0,49.75,6875.53,7198.5,322.97,0
C-43-46420-21,2026-09-15,14.0,49.75,12811.62,11485.56,-1326.06,0
C-43-45245-21,2026-09-15,6.0,49.75,5751.84,5600.98,-150.86,0
C-43-45880-21,2026-09-15,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-45777-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-45758-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-45941-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-53-7872285-22,2026-09-15,6.5,49.75,6033.01,5999.63,-33.38,0
C-43-45940-21,2026-09-15,15.5,49.75,13589.86,12495.16,-1094.69,0
C-53-7872177-22,2026-09-15,20.5,49.75,17867.75,16307.26,-1560.5,0
C-43-44615-21,2026-09-15,7.0,49.75,6314.17,6400.86,86.69,0
C-53-7872283-22,2026-09-15,4.0,49.75,3959.31,4131.75,172.44,0
C-43-46141-21,2026-09-15,2.0,49.75,2797.23,2757.83,-39.4,0
C-43-46197-21,2026-09-15,9.0,49.75,7437.86,7944.04,506.18,0
C-43-46389-21,2026-09-15,3.5,49.75,3643.6,3797.02,153.42,0
C-43-46344-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-53-7872268-22,2026-09-15,13.0,49.75,12033.38,10814.49,-1218.9,0
C-43-46192-21,2026-09-15,7.0,49.75,6314.17,6400.86,86.69,0
C-43-46392-21,2026-09-15,6.5,49.75,6033.01,5999.63,-33.38,0
C-43-46216-21,2026-09-15,5.0,49.75,4905.48,4800.92,-104.56,0
C-4164662251,2026-09-15,8.5,49.75,7156.7,7599.39,442.7,0
C-43-46124-21,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-53-7872184-22,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-46360-21,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-43-46369-21,2026-09-15,7.0,49.75,6314.17,6400.86,86.69,0
C-43-43798-21,2026-09-15,8.0,49.75,6875.53,7198.5,322.97,0
C-43-46220-21,2026-09-15,8.5,49.75,7156.7,7599.39,442.7,0
C-43-46423-21,2026-09-15,6.0,49.75,5470.68,5600.98,130.3,0
C-53-7872244-22,2026-09-15,5.0,49.75,4905.48,4800.92,-104.56,0
C-43-45821-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-53-7872323-22,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-45171-21,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-43-46085-21,2026-09-15,5.0,49.75,4905.48,4800.92,-104.56,0
C-43-46174-21,2026-09-15,6.0,49.75,5751.84,5600.98,-150.86,0
C-53-7872286-22,2026-09-15,2.5,49.75,3528.45,3115.66,-412.79,0
C-43-46426-21,2026-09-15,8.0,49.75,6875.53,7198.5,322.97,0
C-43-45349-21,2026-09-15,5.0,49.75,4905.48,4800.92,-104.56,0
C-43-43535-21,2026-09-15,5.0,49.75,4905.48,4800.92,-104.56,0
C-43-46290-21,2026-09-15,4.0,49.75,4275.02,4131.75,-143.27,0
C-53-7872223-22,2026-09-15,6.5,49.75,6033.01,5999.63,-33.38,0
C-43-44296-21,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-46125-21,2026-09-15,12.5,49.75,11644.75,10476.8,-1167.94,0
C-43-46293-21,2026-09-15,8.5,49.75,7156.7,7599.39,442.7,0
C-43-46226-21,2026-09-15,9.0,49.75,7437.86,7944.04,506.18,0
C-43-46277-21,2026-09-15,6.0,49.75,5470.68,5600.98,130.3,0
C-43-46393-21,2026-09-15,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-46401-21,2026-09-15,3.5,49.75,3959.31,3797.02,-162.29,0
C-53-7872306-22,2026-09-15,10.5,49.75,10089.23,9035.17,-1054.06,0
C-43-45832-21,2026-09-15,6.0,49.75,5751.84,5600.98,-150.86,0
C-53-7872258-22,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-43-46067-21,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-43-45528-21,2026-09-15,8.5,49.75,7156.7,7599.39,442.7,0
C-43-45887-21,2026-09-15,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-45788-21,2026-09-15,6.0,49.75,5751.84,5600.98,-150.86,0
C-43-46077-21,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-46424-21,2026-09-15,3.5,49.75,3959.31,3797.02,-162.29,0
C-43-46161-21,2026-09-15,6.0,49.75,5470.68,5600.98,130.3,0
C-43-46274-21,2026-09-15,8.0,49.75,6875.53,7198.5,322.97,0
C-43-45707-21,2026-09-15,6.0,49.75,5751.84,5600.98,-150.86,0
C-43-46313-21,2026-09-15,7.0,49.75,6314.17,6400.86,86.69,0
C-43-45577-21,2026-09-15,6.5,49.75,6033.01,5999.63,-33.38,0
C-43-45883-21,2026-09-15,5.0,49.75,4589.77,4800.92,211.15,0
C-43-46309-21,2026-09-15,5.0,49.75,4905.48,4800.92,-104.56,0
C-43-46432-21,2026-09-15,13.0,49.75,12033.38,10814.49,-1218.9,0
C-43-46319-21,2026-09-15,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-46048-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-46312-21,2026-09-15,11.5,49.75,10866.51,9755.76,-1110.75,0
C-43-45561-21,2026-09-15,7.0,49.75,6314.17,6400.86,86.69,0
C-43-46540-21,2026-09-15,10.0,49.75,7999.23,8584.47,585.24,0
C-43-46593-21,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-46455-21,2026-09-15,10.0,49.75,7999.23,8584.47,585.24,0
C-53-7872391-22,2026-09-15,2.5,49.75,3396.02,3115.66,-280.36,0
C-53-7872382-22,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-46488-21,2026-09-15,2.0,49.75,2690.72,2757.83,67.12,0
C-53-7872380-22,2026-09-15,2.0,49.75,3162.84,2757.83,-405.01,0
C-43-46467-21,2026-09-15,3.5,49.75,3959.31,3797.02,-162.29,0
C-43-46447-21,2026-09-15,7.0,49.75,6314.17,6400.86,86.69,0
C-53-7872392-22,2026-09-15,7.0,49.75,6314.17,6400.86,86.69,0
C-43-46474-21,2026-09-15,9.5,49.75,7718.06,8268.57,550.51,0
C-43-46458-21,2026-09-15,15.0,49.75,13589.86,12157.39,-1432.46,0
C-43-46560-21,2026-09-15,11.0,49.75,10477.87,9394.7,-1083.17,0
C-43-46519-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-46495-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-46555-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-53-7872389-22,2026-09-15,3.5,49.75,3959.31,3797.02,-162.29,0
C-43-46533-21,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-46604-21,2026-09-15,5.0,49.75,4905.48,4800.92,-104.56,0
C-43-46564-21,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-43-46600-21,2026-09-15,3.5,49.75,3959.31,3797.02,-162.29,0
C-53-7872369-22,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-53-7872376-22,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-46551-21,2026-09-15,3.0,49.75,3643.6,3463.67,-179.94,0
C-43-44824-21,2026-09-15,8.0,49.75,6875.53,7198.5,322.97,0
C-43-46124-21,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-43-45777-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-53-7872323-22,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-46312-21,2026-09-15,11.5,49.75,10866.51,9755.76,-1110.75,0
C-43-44689-21,2026-09-15,2.5,49.75,3528.45,3115.66,-412.79,0
C-43-46455-21,2026-09-15,10.0,49.75,7999.23,8584.47,585.24,0
C-43-46277-21,2026-09-15,6.0,49.75,5470.68,5600.98,130.3,0
C-53-7872376-22,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-53-7872184-22,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-46488-21,2026-09-15,2.0,49.75,2690.72,2757.83,67.12,0
C-43-45940-21,2026-09-15,15.5,49.75,13589.86,12495.16,-1094.69,0
C-53-7872272-22,2026-09-15,14.0,49.75,12811.62,11485.56,-1326.06,0
C-43-46423-21,2026-09-15,6.0,49.75,5470.68,5600.98,130.3,0
C-43-46392-21,2026-09-15,6.5,49.75,6033.01,5999.63,-33.38,0
C-43-46393-21,2026-09-15,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-45422-21,2026-09-15,6.5,49.75,6033.01,5999.63,-33.38,0
C-53-7872285-22,2026-09-15,6.5,49.75,6033.01,5999.63,-33.38,0
C-43-45887-21,2026-09-15,4.0,49.75,4275.02,4131.75,-143.27,0
